osm_type,osm_id,name,category,place,street,housenumber,postcode,phone,phone_alt,website,email,facebook,instagram,opening_hours,lat,lon
node,12772864668,Lukoil,fuel,,Јована Ристића,66,,+381112220200,,https://lukoil.rs,office@lukoil.rs,https://www.facebook.com/LUKOILSRBIJA/,https://www.instagram.com/lukoilsrbija/,24/7,43.3165947,21.8839069
node,12772864669,Lukoil,fuel,,Булевар Светог цара Константина,74,,+381112220200,,https://lukoil.rs,office@lukoil.rs,https://www.facebook.com/LUKOILSRBIJA/,https://www.instagram.com/lukoilsrbija/,24/7,43.3098232,21.9367729
way,1097283101,MOL,fuel,Ниш,Булевар 12. фебруар,87,18000,+381631097458,,https://molserbia.rs/,customer.care@molserbia.rs,https://www.facebook.com/mol.srbija,https://www.instagram.com/mol_serbia/,Mo-Su 06:00-22:00,43.3333226,21.8813089
node,3334249119,OMV,fuel,Ниш,,,18000,+381184562411,,https://www.omv.co.rs/sr-rs,info.serbia@omv.com,https://www.facebook.com/OMV,https://www.instagram.com/omv/,24/7,43.3166038,21.8502967
node,13926656986,OMV,fuel,Ниш,,,18000,+38118583620,,https://www.omv.co.rs/sr-rs,info.serbia@omv.com,https://www.facebook.com/OMV,https://www.instagram.com/omv/,24/7,43.3391093,21.8752515
node,11799522897,Shell,fuel,,Обилићев венац,,,+381184500105,,https://www.coralenergy.rs/,,,,24/7,43.3158946,21.8843408
way,1083996785,Газпром,fuel,Ниш,Булевар Николе Тесле,,18000,0800008888,,https://www.nisgazprom.rs/,office@nis.rs,https://www.facebook.com/SaNamaNaPutuSrbija/,https://www.instagram.com/sanamanaputu/,06:00-22:00,43.3293911,21.8976307
way,1083999835,Газпром,fuel,Ниш,Војводе Мишића,,18000,0800008888,,https://www.nisgazprom.rs/,office@nis.rs,https://www.facebook.com/SaNamaNaPutuSrbija/,https://www.instagram.com/sanamanaputu/,24/7,43.3248273,21.9093463
way,1084012710,Газпром,fuel,Ниш,Византијски булевар,,18000,0800008888,,https://www.nisgazprom.rs/,office@nis.rs,https://www.facebook.com/SaNamaNaPutuSrbija/,https://www.instagram.com/sanamanaputu/,24/7,43.3242491,21.9264468
node,12791486213,ЕКО Петрол,fuel,,Димитрија Туцовића,183,,+381112061500,,https://www.ekoserbia.com/,customerservice@hellenic-petroleum.rs,https://www.facebook.com/EkoSerbia,,24/7,43.3166941,21.8437926
node,12791486214,ЕКО Петрол,fuel,,Булевар Николе Тесле,40,,+381112061500,,https://www.ekoserbia.com/,customerservice@hellenic-petroleum.rs,https://www.facebook.com/EkoSerbia,,24/7,43.338504,21.8886139
node,12791486215,ЕКО Петрол,fuel,,,,,+381112061500,,https://www.ekoserbia.com/,customerservice@hellenic-petroleum.rs,https://www.facebook.com/EkoSerbia,,24/7,43.3415429,21.9277923
node,7694770030,Кнез Петрол,fuel,,,,,+38118260980,,https://knezpetrol.com,nis1@knezpetrol.com,,,24/7,43.3157431,21.8713059
node,6053538209,НИС Петрол,fuel,Ниш,Трг Павла Стојковића,,18000,0800008888,,https://www.nisgazprom.rs/,office@nis.rs,https://www.facebook.com/SaNamaNaPutuSrbija/,https://www.instagram.com/sanamanaputu/,Mo-Su 06:00-20:00,43.3168478,21.8930421
way,442839202,НИС Петрол,fuel,Ниш,Булевар Светог цара Константина,,18000,0800008888,,https://www.nisgazprom.rs/,office@nis.rs,https://www.facebook.com/SaNamaNaPutuSrbija/,https://www.instagram.com/sanamanaputu/,Mo-Su 6:00-22:00,43.3111489,21.9318913
way,762111774,НИС Петрол,fuel,Ниш,,,18000,0800008888,,https://www.nisgazprom.rs/,office@nis.rs,https://www.facebook.com/SaNamaNaPutuSrbija/,https://www.instagram.com/sanamanaputu/,Mo-Su 6:00-22:00,43.3296434,21.9415762
way,1076851608,НИС Петрол,fuel,Ниш,Булевар Светог цара Константина,72,18000,0800008888,,https://www.nisgazprom.rs/,office@nis.rs,https://www.facebook.com/SaNamaNaPutuSrbija/,https://www.instagram.com/sanamanaputu/,24/7,43.3100716,21.9352005
way,1083993451,НИС Петрол,fuel,Ниш,Булевар 12. фебруар,150,18000,0800008888,,https://www.nisgazprom.rs/,office@nis.rs,https://www.facebook.com/SaNamaNaPutuSrbija/,https://www.instagram.com/sanamanaputu/,24/7,43.346948,21.8652407
way,1084023188,НИС Петрол,fuel,Ниш,Димитрија Туцовића,,18000,0800008888,,https://www.nisgazprom.rs/,office@nis.rs,https://www.facebook.com/SaNamaNaPutuSrbija/,https://www.instagram.com/sanamanaputu/,24/7,43.3155086,21.8647306
node,13256532371,4M,furniture,,Грује А. Костадиновића,4,,+381184150809,,,,https://www.facebook.com/bigcentar.apostolovic.9,https://www.instagram.com/namestaj4m/,Mo-Fr 08:00-20:00; Sa 08:00-15:00,43.3437182,21.8602716
way,823648513,JYSK,furniture,Ниш,Булевар Медијана,36,18000,+381628818434,,https://jysk.rs/,,,,,43.31261,21.9348184
node,13618356443,Matis,furniture,,,,,+38118289539,,https://matis.rs/,nis@matis.rs,https://www.facebook.com/namestajmatis,https://www.instagram.com/matis.rs/,Mo-Sa 09:00-21:00,43.3134747,21.9349808
node,13689976401,Salon namestaja Gross,furniture,,Обилићев венац,,,0666002505,,https://www.instagram.com/tresnjevtopnamestaj?igsi=anl6a2JlNzhiOGxv,,,,,43.3160896,21.8900079
node,9931190349,Vitorog,furniture,,,,,+381628046282,,https://vitorogpromet.rs/,nis@vitorogpromet.rs,https://www.facebook.com/vitorogpromet/,https://www.instagram.com/vitorogpromet_official/,Mo-Fr 09:00-21:00; Sa 10:00-18:00,43.3060857,21.9499951
node,13256532370,Форма идеале,furniture,,,,,+381184589901,,,salon.nis@formaideale.rs,,,Mo-Fr 09:00-21:00; Sa 09:00-20:00,43.3424359,21.859914
way,1189513662,Галерија Синагога,gallery,,Давидова,2b,,,,http://narodnimuzejnis.rs/o-muzeju/objekti/galerija-sinagoga/,,,,,43.3212937,21.8946313
way,759242277,Staklo Dedy,glaziery,Niš,Епископска,79,18000,+38118592370,,,,,,,43.3120719,21.9006981
node,13683836330,Скупштина града Ниша,government,Ниш,Николе Пашића,24,18000,,,https://www.ni.rs/,,,,,43.3182034,21.8971262
way,1188647400,Иван-Оки Пром,greengrocer,Ниш,Обреновићева,122,18000,+381184511280,,,,,,Mo-Sa 07:00-22:00; Su 09:00-18:00,43.3161246,21.8942802
node,13265295487,Agromarket,groundskeeping,,Булевар 12. фебруар,161,,+38118514364,,https://www.agromarketsrbija.rs,,https://www.facebook.com/Agrosvet,,,43.3470105,21.862805
way,941933059,Laguna Green,guest_house,,Цвијићева,18b,,+381693067737,,,,,,,43.3239174,21.9047291
node,9706067067,Factory,hairdresser,Ниш,Епископска,5,18000,+381642467257,,,lnristic@gmail.com,,,,43.3144708,21.8964146
node,10009204815,Fine time,hairdresser,,,,,+381643893033,,,sincejedince@gmail.com,,,,43.3212068,21.8918728
node,9706067068,Happy team IM,hairdresser,Ниш,Епископска,5,18000,+38118245600,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-15:00,43.3144533,21.8964659
node,6806518141,Only in,hairdresser,,,,,+381692790401,,,,,,Mo-Fr 09:30-20:00; Sa 09:00-16:00,43.3166496,21.893942
way,473730103,Peki i Miša,hairdresser,,Вардарска,15,,0642350576,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-17:00,43.3169575,21.8866424
way,761081015,Studio Shisharka,hairdresser,,,,,+381692404624,,,,https://www.facebook.com/Studio.Shisharka/,https://www.instagram.com/studio_shisharka/?hl=en,Mo 11:00-18:00; Tu-Fr 09:00-18:00; Sa-Su 10:00-16:00,43.3086477,21.9301759
node,9487101309,Ирена Стил,hairdresser,Ниш,Трг учитеља Тасе,10,18000,+38118278788,,,,,,,43.3146938,21.8991133
way,1068024431,ММ,hairdresser,Ниш,Марије Бурсаћ,3,18106,+38118519565,,,,,,,43.3134161,21.8969182
node,9491822451,Шик фриз,hairdresser,Ниш,Трг учитеља Тасе,10,18000,+38118515253,,,,,,,43.3147518,21.8989335
node,13078614679,Darex,hardware,,,,,+38118208100,,https://darex.rs/,prodaja@darex.rs,,,Mo-Fr 08:30-16:30,43.3066144,21.942088
node,9764721103,Woby Haus,hardware,,,,,+38118293331,,https://www.wobyhaus.co.rs/,nis2@wobyhaus.co.rs,https://www.facebook.com/WobyHausAlati,https://www.instagram.com/woby.haus,Mo-Su 09:00-21:00,43.319936,21.9375163
node,13256065728,Woby haus,hardware,,Булевар 12. фебруар,149,,+381648018056,,https://www.wobyhaus.co.rs/,nis@wobyhaus.co.rs,https://www.facebook.com/WobyHausAlati,https://www.instagram.com/woby.haus,Mo-Sa 07:00-20:00; Su 07:00-14:00,43.3447514,21.8669359
node,13260064346,Woby Haus,hardware,,,,,+38162509277,,https://www.wobyhaus.co.rs/,nis3@wobyhaus.co.rs,https://www.facebook.com/WobyHausAlati,https://www.instagram.com/woby.haus,Mo-Sa 07:00-20:00; Su 07:00-14:00,43.3156844,21.8539334
way,371668484,Имбус,hardware,Ниш,Епископска,51,18000,+381642752270,,,imbusnis@gmail.com,,https://www.instagram.com/imbus_nis/?hl=en,Mo-Fr 08:00-16:00; Sa 08:00-14:00,43.3127523,21.8994518
node,3752284155,Оков Наис,hardware,,,,,+381616439474,,,,,,Mo-Sa 08:00-16:00; Su 08:00-14:00,43.3126942,21.8995936
node,9516541125,Magic food,health_food,Ниш,Епископска,52,18000,+38118244328,,https://magicfood.rs/,,,,,43.3132477,21.8980474
way,293236499,Војна болница Ниш,hospital,,,,,+38118508841,,http://www.vbnis.mod.gov.rs/,info@mod.gov.rs,,,,43.3126592,21.9215132
way,609561091,Завод за плућне болести и туберкулозу Ниш,hospital,Ниш,Булевар др Зорана Ђинђића,83,18000,+38118233355,,https://zavodtb.org.rs/,,,,,43.3153036,21.9173723
relation,14333615,Универзитетски клинички центар Ниш,hospital,,,,,018506906,,https://www.kcnis.rs/,cnissrb@gmail.com,,,,43.3157809,21.9129788
way,473726138,Aurora,hostel,Nis,Др Петра Вучинића,18,,+38118214642,,https://www.aurorahostel.rs,info@aurorahostel.rs,,,,43.3187678,21.8883515
node,12625917801,Bloom Inn,hostel,,Цара Душана,73,18000,+38166333218,,https://www.bloom-inn.com/,,,,,43.3181144,21.9024031
way,1180456688,Day 'n' Night,hostel,Niš,Божидарчева,9,18000,+381644815869,,https://daynnighthostel.com/,,,,,43.3123566,21.8980663
way,288275202,Majesty,hostel,Ниш,Цвијићева,27,18000,,,https://www.majestyapartments.com/,,,,,43.3240031,21.905059
node,2150604053,Космополит,hostel,,Анастаса Јовановића,15,,+38163472705,,https://www.hostelkosmopolit.com/,,,,,43.3097004,21.8625138
node,1923617191,Ниш,hostel,,,,,+38118513703,,http://www.hostelnis.rs/,hostelnis@sezampro.rs,,,,43.3230905,21.8923843
way,438517020,Crystal light,hotel,,Димитрија Туцовића,186,,+381184150666,,https://crystallight.co.rs,office@crystallight.co.rs,https://www.facebook.com/restorancrystallight/?locale=sr_RS,https://www.instagram.com/crystallightnis/,,43.3167654,21.8485397
way,473759091,King Bo,hotel,Ниш,Обилићев венац,18,,,,https://en.kingbo.rs/,,,,,43.3165638,21.892034
node,1923617181,My Place,hotel,,,,,+38118293600,,https://www.hotelmyplace.com/,hotel@hotelmyplace.com,,,,43.32519,21.9016677
way,1189250090,Rile Men,hotel,Niš,Војводе Мишића,109,18000,,,http://www.rilemen.com/,,,,,43.3215888,21.9077965
way,453855655,Čair,hotel,,,,,,,http://prenocistecair.com/,prenociste@sccair.rs,,,,43.3163067,21.9072775
way,421999864,Амбасадор,hotel,Ниш,Трг краља Милана,4,18000,+38118505018,,https://ambasadorhotel.com/,hotel@ambasadorhotel.com,https://www.facebook.com/pages/Ambasador%20Hotel/726378231092446/,https://www.instagram.com/ambasador.hotel.nis/,,43.3211168,21.8966122
node,9477178801,Етер,hotel,Ниш,Николе Пашића,29,18000,+381605557777,,https://eterhotel.rs/,info@eterhotel.rs,www.facebook.com/pages/Eter/920287784660941,,,43.3177995,21.8963361
node,1923617189,Нишки цвет,hotel,,,,,+38118297700,,http://www.niskicvet.com/,office@niskicvet.com,,,,43.3240417,21.8987789
way,1180538922,Панорама лукс,hotel,Ниш,Светолика Ранковића,51b,18000,+38118561214,,https://www.panoramalux.co.rs,info@panoramalux.co.rs,,,,43.303489,21.8905024
node,2703824727,Преноћиште Етно конак Ташана,hotel,,,,,+381642023200,,http://prenocistetasana.freshcreator.com/,,,,,43.3196021,21.896894
node,9735191559,Палета,household_linen,,,,,+381631050005,,https://paletatextil.com/,,,,Mo-Fr 09:00-20:00; Sa 09:00-15:00,43.3154143,21.8945176
way,474585781,Палета,household_linen,Ниш,Обреновићева,124d,18000,+381631050005,,https://paletatextil.com/,,,,Mo-Fr 09:00-20:00; Sa 09:00-15:00,43.315275,21.8944812
node,13507563976,DDOR osiguranje,insurance,,Генерала Милојка Лешјанина,1a,,+38118255274,,https://www.ddor.rs/,ddor@ddor.rs,https://www.facebook.com/ddorns/?locale=sr_RS,https://www.instagram.com/ddor_osiguranje/?hl=en,Mo-Fr 08:30-16:30,43.3207475,21.8948484
node,13507563977,DDOR osiguranje,insurance,,,,,+38118296800,+38118296801;+38118244096;+38118295996,https://www.ddor.rs/,ddor@ddor.rs,https://www.facebook.com/ddorns/?locale=sr_RS,https://www.instagram.com/ddor_osiguranje/?hl=en,Mo-Fr 08:30-16:30,43.3178446,21.9025199
way,1189413578,DDOR osiguranje,insurance,Ниш,Драгише Цветковића,2,18000,+38118296900,,https://www.ddor.rs/,ddor@ddor.rs,https://www.facebook.com/ddorns/?locale=sr_RS,https://www.instagram.com/ddor_osiguranje/?hl=en,Mo-Fr 08:30-16:30,43.3202185,21.9074867
node,13484118376,Generali,insurance,,,,,+38118535605,,https://www.generali.rs,kontakt@generali.rs,https://www.facebook.com/generali.srbija/,https://www.instagram.com/generalisrbija/,Mo-Fr 08:30-16:30,43.3187157,21.893295
node,13522444253,Globos osiguranje,insurance,,,,,+381184150125,+381184150124,https://globos.rs,office.nis@globos.rs,https://www.facebook.com/globososiguranje/,https://www.instagram.com/globos_osiguranje/,Mo-Fr 08:00-16:00,43.322376,21.898616
node,13517099083,Grawe,insurance,,,,,+38118240115,+38118240114,https://www.grawe.rs/,prodaja.nis@grawe.rs,https://www.facebook.com/GRAWE-Srbija-382748185582863/,https://www.instagram.com/grawesrbija/,,43.3184122,21.8953166
node,13482274784,Milenijum osiguranje,insurance,,Трг Павла Стојковића,5,,+38118530640,,https://mios.rs,filijala.nis@milenijum-osiguranje.rs,https://www.facebook.com/mios.rs/,https://www.instagram.com/milenijumosiguranje/,Mo-Sa 08:00-16:00,43.3176753,21.8923171
node,13510411019,Sava osiguranje,insurance,,Трг Павла Стојковића,7a,,+38118250088,,https://www.sava-osiguranje.rs,info@sava-osiguranje.rs,http://www.facebook.com/sava.osiguranje.srbija,https://www.instagram.com/sava_osiguranje_srbija/,Mo-Fr 08:30-16:30,43.3171963,21.893349
node,13483474300,Triglav,insurance,,,,,+381184150471,,https://www.triglav.rs/,office@triglav.rs,https://www.facebook.com/TOSrbija,https://www.instagram.com/triglav.osiguranje.srbija,Mo-Fr 08:30-16:30,43.3206575,21.8944753
way,941874677,Triglav,insurance,Ниш,7. јули,25a,18000,+38118244001,,,,,,,43.3239388,21.9022164
node,13520135367,Uniqa,insurance,,Цара Душана,54,,+38118520172,,https://www.uniqa.rs,info@uniqa.rs,https://www.facebook.com/UNIQA.Srbija/,https://www.instagram.com/uniqa_srbija/,Mo-Fr 08:00-16:00; Sa 09:00-14:00,43.3173325,21.8984134
node,13520135368,Uniqa,insurance,,,,,+38118530510,,https://www.uniqa.rs,info@uniqa.rs,https://www.facebook.com/UNIQA.Srbija/,https://www.instagram.com/uniqa_srbija/,Mo-Fr 08:00-16:00; Sa 09:00-14:00,43.3217185,21.9148818
node,13520135369,Uniqa,insurance,,Књажевачка,118,,+38118577104,,https://www.uniqa.rs,info@uniqa.rs,https://www.facebook.com/UNIQA.Srbija/,https://www.instagram.com/uniqa_srbija/,Mo-Fr 08:00-16:00; Sa 09:00-14:00,43.3293794,21.9271203
node,13527132729,Wiener Städtische,insurance,,,,,+38118296500,+38118296501,https://www.wiener.co.rs,wso.nis@wiener.co.rs,https://www.facebook.com/WienerStadtischeOsiguranjeSrbija,https://www.instagram.com/wienerstadtische/,Mo-Fr 08:00-16:00,43.3187848,21.8927193
node,13508602324,Дунав осигурање,insurance,,,,,+38118248733,,https://www.dunav.com,info@dunav.com,https://www.facebook.com/dunavosiguranjesrbija/,https://www.instagram.com/dunavosiguranje,Mo-Fr 07:30-16:00; Sa 07:30-14:00,43.3185815,21.8945904
node,13683836329,Better Collective,it,Ниш,Трг краља Милана,2,18000,+38166246444,,https://bettercollective.com/,,,,Mo-Fr 09:00-17:00,43.3206217,21.8958103
node,13076354868,Droxic,it,Ниш,Младих,4,18000,+381605704704,,https://www.droxic.com,,,,Mo-Fr 09:00-17:00,43.3228089,21.8983743
node,8119704062,Quantox,it,,,,,,,https://quantox.com/,,,,,43.3195886,21.9019541
way,1157969870,Berić satovi i nakit,jewelry,,,,,,,https://deltaplanetnis.rs/zakupac/beric-satovi-i-nakit/,,,,Mo-Su 10:00-22:00,43.3250255,21.9108577
way,1157965036,Bomar,jewelry,,,,,,,https://deltaplanetnis.rs/zakupac/bomar/,,,,Mo-Su 10:00-22:00,43.3251232,21.9106935
node,9509108535,Silver shop,jewelry,Ниш,Обреновићева,19,18000,+38118250332,,https://silvershop.rs/,,,,,43.3189664,21.8951541
node,6806523536,Zlatarna Celje,jewelry,,,,,+38118520173,,https://store.zlatarnacelje.si/index.asp?lang=rs,,,,Mo-Fr 09:00-21:00; Sa 09:00-15:00,43.3179543,21.8952573
way,759863399,Menssana Kids&Juniors,kindergarten,Ниш,Ђердапска,27,18000,+381603068405,,https://www.menssana.rs/,office@menssana.rs,https://www.facebook.com/MenssanaKidsAndJuniors,,Mo-Fr 09:00-15:00,43.3193268,21.9283634
node,9737602680,Бамбини,kindergarten,Ниш,Епископска,10,18000,+38118241766,,https://www.bambini.rs/,office@bambini.rs,https://www.facebook.com/vrtic.bambini/,,Mo-Fr 07:00-17:00,43.3141503,21.8959987
node,9737602679,Бамбини 2,kindergarten,Ниш,Рајићева,30a,18000,+38118240095,,https://www.bambini.rs/bambini2.aspx,,,,,43.3145492,21.8971596
node,13515499702,Health Lab,laboratory,,Војводе Мишића,48b,18000,+3810183505599,+3810603505579,,office@healthlab.rs,,healthlab.nis,Mo-Fr 07:00-20:00; Sa 08:00-15:00,43.320881,21.9075365
way,1189748378,MediLab,laboratory,Ниш,Војводе Мишића,3,18000,+381183230429,,https://www.medigroup.rs/medilab,,,,Mo-Fr 07:00-20:00; Sa 08:00-15:00,43.3174162,21.9039238
node,13523123301,Andreja institut za strane jezike,language_school,Ниш,Ћирила и Методија,35,18000,+381067724397,+3810184535391;+38163410032,https://www.andrejainstitute.com/,office@andrejainstitute.com,,,Mo-Fr 18:00-22:00,43.322899,21.905282
node,13371507128,Samouslužna perionica veša - Laundromat Speed Clean,laundry,Ниш,Краља Стефана Првовенчаног,14,,+381631290426,,,,,,Mo-Su 08:00-23:00,43.3223684,21.9017432
node,13523123310,Advokatska kancelarija Bzenić,lawyer,Ниш,Синђелићев трг,6,18000,+381069713366,+3810628741301,,,,,,43.3208228,21.8998515
node,13523123313,Advokatska kancelarija Jelena Cakić,lawyer,Ниш,Синђелићев трг,10,18000,+381018527785,+3810644678090,,,,,,43.3201928,21.8993764
node,13523123315,Čavara,lawyer,Ниш,Генерала Транијеа,3,18000,+3810611125666,+3810642134235,,,,,,43.3194612,21.8981166
node,13511716301,Адвокатска канцеларија Поповић,lawyer,,Хајдук Станка,17,18000,+38163603931,,http://akpopovic.rs,predrag.popovic@akpopovic.com,akpopovic,akpopovic,,43.3218741,21.9104008
node,13523123302,Адвокатска канцеларија Стојановић,lawyer,Ниш,Ћирила и Методија,33,18000,+381018209122,+3810184101777;+3810637769129,https://www.advokatbstojanovic.com/,bata@advokatbata.co.rs,,,Mo-Fr 09:00-16:00,43.3229174,21.9051234
node,9535723229,Мона,leather,,,,,+38118514504,,https://www.monaonline.com/,nisava@mona.rs,,,Mo-Fr 09:00-22:00; Sa 09:00-21:00,43.3202588,21.8952174
node,13145999900,Дечија библиотека,library,Ниш,Синђелићев трг,2,18000,,,http://www.nbss.rs/odeljenje-knjige-za-decu/,,,,Mo-Fr 07:30-20:00; Sa 08:00-13:00,43.3212348,21.9000361
way,1036644985,Егло расвета,lighting,Ниш,Булевар Светог цара Константина,78g,18000,+381183280200,,https://www.eglo.rs/,nis2@eglo.com,,,Mo-Fr 09:00-20:00; Sa 09:00-16:00,43.3085961,21.9442918
node,12335148387,Електро нега,lighting,Ниш,Хајдук Вељкова,49,18000,+38118550654,,,,,,,43.3139025,21.8990309
way,945407761,Делта планет,mall,Ниш,Булевар Немањића,11b,18000,+381112012600,,https://www.deltaplanetnis.rs/,info@deltaplanetnis.rs,,,Mo-Su 10:00-22:00,43.3247396,21.911106
way,1351005672,Пијаца Пантелеј,marketplace,Ниш,Булевар Светог Пантелејмона,,18103,,,https://trznicanis.rs/,,,,Mo-Su 05:30-17:00,43.3333813,21.917034
way,758246564,Пијаца Ћеле Кула,marketplace,Ниш,Др Миленка Хаџића,,18108,,,https://trznicanis.rs/,pijaca.cele_kula@trznicanis.rs,,,Mo-Su 05:30-17:00,43.3126093,21.9281933
way,371668470,Пијаца „Палилула”,marketplace,Niš,Божидарчева,1,18000,+38118592272,,https://trznicanis.rs/objects/4,pijaca.palilula@trznicanis.rs,,,,43.3128007,21.8983174
node,13523123306,Studio za masažu Viktorija,massage,Ниш,Ћирила и Методија,21,18000,+3810628498333,,https://www.studioviktorija.com/,info@studioviktorija.com,https://www.facebook.com/studiozamasazuviktorija/,,Mo-Fr 08:00-22:00; Sa-Su 09:00-20:00,43.3225249,21.9041049
way,1059863607,Нова ортопедија,medical_supply,Ниш,Рајићева,30a,18000,+38118248980,,https://www.bambini.rs/bambini2.aspx,,,,Mo-Fr 08:00-15:00,43.314603,21.8970871
node,5939862075,Galaxy Code,mobile_phone,Ниш,,,,+381605560982,,http://www.facebook.com/GalaxyCode.rs/,,,,Mo-Su 10:00-22:00,43.3111808,21.9357575
node,12826265841,Maske.rs,mobile_phone,,,,,,,https://maske.rs/,info@maske.rs,,,,43.3172912,21.8944249
node,9543878701,Phone store No 1,mobile_phone,Ниш,Обреновићева,,18000,+381183230655,,,,,https://www.instagram.com/phone_store_no1/?hl=en,,43.3201099,21.8951648
node,14094758668,Strata Digital - Laptop & Mobile Servis,mobile_phone,Niš,Булевар Немањића,25a,18000,+38163555844,,,,,,Mo-Sat 09:00-17:00,43.3217151,21.9154071
node,5939862084,Western Union,money_transfer,,,,,+38118510901,,https://www.exc.rs/,,,,Mo-Su 10:00-22:00,43.3111715,21.9358181
node,1848006626,Imper I.M.D. prenoćište,motel,,,,,,,https://prenociste-nis.rs/,,,,,43.3231894,21.9011132
way,178005350,Меморијални комплекс „12. фебруар”,museum,,,,,+38118588889,,https://www.narodnimuzejnis.rs,,,,Tu-Fr 10:00-16:00; Sa-Su 10:00-15:00,43.3305924,21.8887054
way,474585794,Народни музеј,museum,,Николе Пашића,59,18000,,,http://www.narodnimuzejnis.rs,,,,Th-Fr 10:00-19:00; Sa-Su 10:00-15:00,43.31834,21.8932991
way,292209353,Ћеле-кула,museum,Ниш,Булевар др Зорана Ђинђића,,18000,,,https://narodnimuzejnis.rs/o-muzeju/objekti/cele-kula/?lang=RS,,,,Tu-Su 09:00-19:00,43.31211,21.9241104
node,12385216396,Vinyl Cafe,music,,,,,+381183334578,,https://www.vinylcafe.rs/,vinylcafenis@gmail.com,https://www.facebook.com/vinylcafenis,https://www.instagram.com/vinylcafenis/,Mo-Sa 08:00-23:00; Su 08:30-14:00,43.3179633,21.8948298
node,2072210521,Народне новине - Ниш,newspaper,,,,,,,http://www.narodne.com/,,,,,43.3195343,21.9024851
node,10174580317,Optika Miletic,optician,,Војводе Мишића,48b,,069623566,,,mileticoptika@gmail.com,,,Mo-Fr 09:00-20:00; Sa 09:00-14:00,43.3211149,21.9076674
node,4314411693,Sani optik,optician,,,,,+38118247664,,https://www.sanioptik.rs,,https://www.facebook.com/sanioptik,https://www.instagram.com/sanioptik/,Mo-Fr 08:00-20:00; Sa 08:00-15:00,43.3219114,21.8953264
way,1157965034,Sani optik,optician,,,,,+381184150061,,https://www.sanioptik.rs,,https://www.facebook.com/sanioptik,https://www.instagram.com/sanioptik/,Mo-Su 10:00-22:00,43.325123,21.9105353
node,7849822350,Torus,optician,,,,,+38118524170,,https://torus.rs,,,,Mo-Fr 10:00-17:00; Sa 10:00-14:00,43.3200948,21.8950855
node,4409304189,TrendOptik,optician,,,,,018255220,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-15:00,43.3175092,21.8945495
node,6806518145,Диопта,optician,,,,,+38118290303,,https://diopta.rs/,,,,Mo-Fr 09:00-21:00; Sa 09:00-17:00,43.3179571,21.8951576
node,8766005054,SaNi,paint,,,,,+38118592024,,,,,,,43.3127005,21.8994909
node,9885905489,DExpress,parcel_locker,,,,,+381113313333,,https://www.dexpress.rs/,office@dexpress.rs,,,,43.3099136,21.935303
node,9914704981,DExpress,parcel_locker,,,,,+381113313333,,https://www.dexpress.rs/,office@dexpress.rs,,,,43.3168305,21.8930478
node,9933506961,DExpress,parcel_locker,,,,,+381113313333,,https://www.dexpress.rs/,office@dexpress.rs,,,,43.3471393,21.865078
node,9933595701,DExpress,parcel_locker,,,,,+381113313333,,https://www.dexpress.rs/,office@dexpress.rs,,,,43.3292571,21.8977218
node,9933606890,DExpress,parcel_locker,,,,,+381113313333,,https://www.dexpress.rs/,office@dexpress.rs,,,,43.3249721,21.9092865
node,9933677798,DExpress,parcel_locker,,,,,+381113313333,,https://www.dexpress.rs/,office@dexpress.rs,,,,43.3295963,21.9415093
node,9933734848,DExpress,parcel_locker,,,,,+381113313333,,https://www.dexpress.rs/,office@dexpress.rs,,,,43.3241865,21.9265327
node,9933772984,DExpress,parcel_locker,,,,,+381113313333,,https://www.dexpress.rs/,office@dexpress.rs,,,,43.3154011,21.8644877
node,9713356985,Pelivan Gold,pastry,,,,,+381184103067,,,,,,Mo-Sa 09:00-22:00; Su 10:00-22:00,43.3156476,21.8945006
node,13915202623,Slatko srce,pastry,,Трг краља Александра ујединитеља,2a,,+381695691020,,https://slatkosrce.rs/,,https://www.facebook.com/profile.php?id=100067578321998&locale=sr_RS#,https://www.instagram.com/slatkosrcetorteikolaci/,Mo-Sa 08:00-2a:00; Su 09:00-17:00,43.3183384,21.8898982
node,5296580039,Липа,pastry,Ниш,Зетска,2,18000,+381184232050,,,,,,Mo-Sa 08:00-22:00,43.3176851,21.9108533
node,3752284162,Посластичара „Крем”,pastry,Niš,Епископска,66,18000,+38162221407,,,,,,,43.3126675,21.8991899
node,9509981943,ТИМ,pawnbroker,Ниш,Епископска,10,18000,+38118254271,,https://www.zalagaonicatim.com,office@zalagaonicatim.com,https://www.facebook.com/zalagaonicatim/,,Mo-Fr 10:00-17:00; Sa 10:00-15:00,43.3141564,21.8960869
way,759863354,3D Magic Exclusive,perfumery,Ниш,Булевар Светог цара Константина,78,18000,,,https://magicparfume.com/,3dmagic@magicparfume.com,,,,43.3088819,21.9430725
way,832737701,Pet centar,pet,Ниш,Булевар Медијана,36,,+38118302266,,https://www.pet-centar.rs/Stranica.aspx?ctrl=Stores/PetCentarNis,info@pet-centar.rs,,,Mo-Su 09:00-21:00,43.3136168,21.9352061
node,12787618001,14. октобар,pharmacy,,Обреновићева,57b,18000,018512352,,https://www.apotekanis.co.rs/,,,,Mo-Fr 07:00-20:00; Sa 08:00-15:00,43.316254,21.8947347
